text_id,n_words,n_tokens,n_lemmma,n_nouns,n_verbs,corpus,language
w01144,94,83,1,38,14,UD_Chinese-PUD,Chinese
w01146,33,29,1,7,7,UD_Chinese-PUD,Chinese
w01147,50,42,1,13,8,UD_Chinese-PUD,Chinese
w01148,18,18,1,4,4,UD_Chinese-PUD,Chinese
w01149,53,51,1,14,13,UD_Chinese-PUD,Chinese
w01150,89,76,1,28,19,UD_Chinese-PUD,Chinese
w02001,39,36,1,13,7,UD_Chinese-PUD,Chinese
w02002,52,46,1,14,10,UD_Chinese-PUD,Chinese
w02003,35,34,1,11,7,UD_Chinese-PUD,Chinese
w02004,52,44,1,14,9,UD_Chinese-PUD,Chinese
w02005,73,68,1,22,10,UD_Chinese-PUD,Chinese
w02006,42,37,1,12,3,UD_Chinese-PUD,Chinese
w02007,81,74,1,27,13,UD_Chinese-PUD,Chinese
w02008,99,83,1,27,16,UD_Chinese-PUD,Chinese
w02009,61,52,1,16,7,UD_Chinese-PUD,Chinese
w02011,33,29,1,9,5,UD_Chinese-PUD,Chinese
w02012,15,15,1,6,2,UD_Chinese-PUD,Chinese
w02013,72,66,1,24,15,UD_Chinese-PUD,Chinese
w02014,38,36,1,11,8,UD_Chinese-PUD,Chinese
w02015,96,76,1,29,17,UD_Chinese-PUD,Chinese
w02016,32,30,1,11,6,UD_Chinese-PUD,Chinese
w02017,32,31,1,9,5,UD_Chinese-PUD,Chinese
w02018,19,19,1,5,6,UD_Chinese-PUD,Chinese
w02019,59,54,1,19,8,UD_Chinese-PUD,Chinese
w03001,46,41,1,17,10,UD_Chinese-PUD,Chinese
w03002,45,42,1,13,7,UD_Chinese-PUD,Chinese
w03003,34,30,1,5,5,UD_Chinese-PUD,Chinese
w03004,33,32,1,11,6,UD_Chinese-PUD,Chinese
w03005,81,73,1,17,21,UD_Chinese-PUD,Chinese
w03006,19,18,1,5,4,UD_Chinese-PUD,Chinese
w03007,37,32,1,10,9,UD_Chinese-PUD,Chinese
w03008,34,31,1,13,6,UD_Chinese-PUD,Chinese
w03009,33,33,1,9,9,UD_Chinese-PUD,Chinese
w03010,97,82,1,18,16,UD_Chinese-PUD,Chinese
w04001,57,48,1,16,10,UD_Chinese-PUD,Chinese
w04002,55,45,1,16,13,UD_Chinese-PUD,Chinese
w04003,29,28,1,9,4,UD_Chinese-PUD,Chinese
w04004,61,55,1,14,12,UD_Chinese-PUD,Chinese
w04006,36,34,1,7,10,UD_Chinese-PUD,Chinese
w04007,80,71,1,26,16,UD_Chinese-PUD,Chinese
w04008,19,17,1,3,6,UD_Chinese-PUD,Chinese
w04009,19,18,1,7,3,UD_Chinese-PUD,Chinese
w04010,86,75,1,35,15,UD_Chinese-PUD,Chinese
w05001,57,53,1,17,7,UD_Chinese-PUD,Chinese
w05002,40,40,1,14,10,UD_Chinese-PUD,Chinese
w05003,60,55,1,14,15,UD_Chinese-PUD,Chinese
w05004,18,17,1,5,2,UD_Chinese-PUD,Chinese
w05005,83,76,1,25,13,UD_Chinese-PUD,Chinese
w05006,38,37,1,12,9,UD_Chinese-PUD,Chinese
w05007,43,37,1,15,8,UD_Chinese-PUD,Chinese
w05008,20,18,1,6,3,UD_Chinese-PUD,Chinese
w05009,21,20,1,7,5,UD_Chinese-PUD,Chinese
w05010,99,86,1,33,14,UD_Chinese-PUD,Chinese
n01001,49,42,1,12,7,UD_Hindi-PUD,Hindi
n01002,44,36,1,10,4,UD_Hindi-PUD,Hindi
n01003,46,43,1,9,7,UD_Hindi-PUD,Hindi
n01004,46,41,1,10,1,UD_Hindi-PUD,Hindi
n01005,52,50,1,14,5,UD_Hindi-PUD,Hindi
n01006,51,45,1,15,3,UD_Hindi-PUD,Hindi
n01007,56,52,1,19,4,UD_Hindi-PUD,Hindi
n01008,58,56,1,19,9,UD_Hindi-PUD,Hindi
n01009,59,50,1,13,6,UD_Hindi-PUD,Hindi
n01010,60,54,1,13,7,UD_Hindi-PUD,Hindi
n01011,58,52,1,17,7,UD_Hindi-PUD,Hindi
n01012,52,44,1,12,10,UD_Hindi-PUD,Hindi
n01013,50,40,1,13,3,UD_Hindi-PUD,Hindi
n01014,50,47,1,20,5,UD_Hindi-PUD,Hindi
n01015,50,44,1,12,6,UD_Hindi-PUD,Hindi
n01016,57,50,1,15,2,UD_Hindi-PUD,Hindi
n01017,59,54,1,21,3,UD_Hindi-PUD,Hindi
n01018,61,49,1,10,10,UD_Hindi-PUD,Hindi
n01019,57,47,1,14,6,UD_Hindi-PUD,Hindi
n01020,56,51,1,17,5,UD_Hindi-PUD,Hindi
n01021,58,46,1,9,6,UD_Hindi-PUD,Hindi
n01022,54,49,1,16,7,UD_Hindi-PUD,Hindi
n01023,48,38,1,12,6,UD_Hindi-PUD,Hindi
n01024,51,43,1,12,5,UD_Hindi-PUD,Hindi
n01025,53,47,1,8,7,UD_Hindi-PUD,Hindi
n01026,54,52,1,8,5,UD_Hindi-PUD,Hindi
n01027,53,45,1,16,6,UD_Hindi-PUD,Hindi
n01028,59,46,1,15,3,UD_Hindi-PUD,Hindi
n01029,59,48,1,14,4,UD_Hindi-PUD,Hindi
n01030,57,45,1,15,5,UD_Hindi-PUD,Hindi
n01031,53,47,1,11,6,UD_Hindi-PUD,Hindi
n01032,61,53,1,8,6,UD_Hindi-PUD,Hindi
n01033,52,48,1,18,2,UD_Hindi-PUD,Hindi
n01034,55,48,1,12,6,UD_Hindi-PUD,Hindi
n01035,53,52,1,13,4,UD_Hindi-PUD,Hindi
n01036,55,45,1,21,2,UD_Hindi-PUD,Hindi
n01037,52,39,1,8,4,UD_Hindi-PUD,Hindi
n01038,53,49,1,15,5,UD_Hindi-PUD,Hindi
n01039,57,53,1,20,4,UD_Hindi-PUD,Hindi
n01040,54,49,1,18,3,UD_Hindi-PUD,Hindi
n01041,56,48,1,14,4,UD_Hindi-PUD,Hindi
n01042,50,43,1,16,4,UD_Hindi-PUD,Hindi
n01043,55,42,1,11,6,UD_Hindi-PUD,Hindi
n01044,55,50,1,14,3,UD_Hindi-PUD,Hindi
n01045,59,48,1,10,9,UD_Hindi-PUD,Hindi
n01046,58,46,1,17,4,UD_Hindi-PUD,Hindi
n01047,57,50,1,14,4,UD_Hindi-PUD,Hindi
n01048,53,45,1,19,3,UD_Hindi-PUD,Hindi
n01049,55,47,1,13,6,UD_Hindi-PUD,Hindi
n01050,59,50,1,9,6,UD_Hindi-PUD,Hindi
n01051,51,47,1,14,5,UD_Hindi-PUD,Hindi
n01052,63,57,1,16,7,UD_Hindi-PUD,Hindi
n01053,59,48,1,11,3,UD_Hindi-PUD,Hindi
n01054,64,57,1,22,6,UD_Hindi-PUD,Hindi
n01055,58,45,1,14,9,UD_Hindi-PUD,Hindi
n01057,57,48,1,11,4,UD_Hindi-PUD,Hindi
n01058,57,48,1,17,4,UD_Hindi-PUD,Hindi
n01059,53,43,1,17,4,UD_Hindi-PUD,Hindi
n01060,52,44,1,14,5,UD_Hindi-PUD,Hindi
n01061,52,41,1,15,2,UD_Hindi-PUD,Hindi
n01062,54,47,1,22,6,UD_Hindi-PUD,Hindi
n01063,55,48,1,17,9,UD_Hindi-PUD,Hindi
n01064,51,44,1,14,8,UD_Hindi-PUD,Hindi
n01065,51,42,1,14,7,UD_Hindi-PUD,Hindi
n01066,49,45,1,12,6,UD_Hindi-PUD,Hindi
n01067,51,45,1,12,5,UD_Hindi-PUD,Hindi
n01068,51,46,1,15,7,UD_Hindi-PUD,Hindi
n01069,50,37,1,10,2,UD_Hindi-PUD,Hindi
n01070,58,50,1,24,4,UD_Hindi-PUD,Hindi
n01071,58,47,1,14,6,UD_Hindi-PUD,Hindi
n01072,59,53,1,17,6,UD_Hindi-PUD,Hindi
n01073,54,45,1,18,4,UD_Hindi-PUD,Hindi
n01074,58,50,1,12,5,UD_Hindi-PUD,Hindi
n01075,58,52,1,10,5,UD_Hindi-PUD,Hindi
n01076,53,45,1,14,3,UD_Hindi-PUD,Hindi
n01077,57,51,1,16,3,UD_Hindi-PUD,Hindi
n01078,59,50,1,21,4,UD_Hindi-PUD,Hindi
n01079,60,52,1,12,11,UD_Hindi-PUD,Hindi
n01080,58,51,1,15,4,UD_Hindi-PUD,Hindi
n01081,59,50,1,12,8,UD_Hindi-PUD,Hindi
n01082,57,50,1,20,2,UD_Hindi-PUD,Hindi
n01083,60,50,1,17,6,UD_Hindi-PUD,Hindi
n01084,61,58,1,13,9,UD_Hindi-PUD,Hindi
n01085,63,51,1,20,8,UD_Hindi-PUD,Hindi
n01086,56,42,1,5,7,UD_Hindi-PUD,Hindi
n01087,57,53,1,20,6,UD_Hindi-PUD,Hindi
n01088,52,42,1,10,5,UD_Hindi-PUD,Hindi
n01089,52,47,1,21,5,UD_Hindi-PUD,Hindi
n01090,51,43,1,13,8,UD_Hindi-PUD,Hindi
n01091,50,45,1,20,5,UD_Hindi-PUD,Hindi
n01092,52,44,1,10,8,UD_Hindi-PUD,Hindi
n01093,59,50,1,17,4,UD_Hindi-PUD,Hindi
n01094,56,48,1,15,8,UD_Hindi-PUD,Hindi
n01095,55,51,1,11,7,UD_Hindi-PUD,Hindi
n01096,56,51,1,22,4,UD_Hindi-PUD,Hindi
n01097,56,49,1,15,8,UD_Hindi-PUD,Hindi
n01098,54,47,1,16,5,UD_Hindi-PUD,Hindi
n01099,48,44,1,14,4,UD_Hindi-PUD,Hindi
n01101,51,46,1,11,6,UD_Hindi-PUD,Hindi
n01102,55,49,1,13,6,UD_Hindi-PUD,Hindi
n01103,52,44,1,7,4,UD_Hindi-PUD,Hindi
n01104,50,46,1,15,5,UD_Hindi-PUD,Hindi
n01105,54,47,1,14,5,UD_Hindi-PUD,Hindi
n01107,53,47,1,13,7,UD_Hindi-PUD,Hindi
n01108,52,47,1,12,5,UD_Hindi-PUD,Hindi
n01110,55,45,1,14,5,UD_Hindi-PUD,Hindi
n01111,53,43,1,11,6,UD_Hindi-PUD,Hindi
n01112,53,46,1,13,3,UD_Hindi-PUD,Hindi
n01114,56,46,1,11,11,UD_Hindi-PUD,Hindi
n01115,54,50,1,13,5,UD_Hindi-PUD,Hindi
n01117,58,53,1,19,3,UD_Hindi-PUD,Hindi
n01118,52,44,1,9,6,UD_Hindi-PUD,Hindi
n01119,57,53,1,16,6,UD_Hindi-PUD,Hindi
n01120,52,47,1,10,3,UD_Hindi-PUD,Hindi
n01121,53,47,1,14,5,UD_Hindi-PUD,Hindi
n01122,51,45,1,11,4,UD_Hindi-PUD,Hindi
n01123,49,41,1,11,5,UD_Hindi-PUD,Hindi
n01125,53,50,1,23,4,UD_Hindi-PUD,Hindi
n01127,57,43,1,16,8,UD_Hindi-PUD,Hindi
n01128,54,50,1,13,5,UD_Hindi-PUD,Hindi
n01129,57,43,1,12,7,UD_Hindi-PUD,Hindi
n01130,55,52,1,15,5,UD_Hindi-PUD,Hindi
n01131,48,44,1,13,5,UD_Hindi-PUD,Hindi
n01132,50,46,1,15,4,UD_Hindi-PUD,Hindi
n01133,50,42,1,13,6,UD_Hindi-PUD,Hindi
n01134,50,48,1,13,5,UD_Hindi-PUD,Hindi
n01135,56,48,1,7,4,UD_Hindi-PUD,Hindi
n01136,57,49,1,16,3,UD_Hindi-PUD,Hindi
n01137,53,51,1,20,4,UD_Hindi-PUD,Hindi
n01138,53,42,1,15,9,UD_Hindi-PUD,Hindi
n01139,49,45,1,12,5,UD_Hindi-PUD,Hindi
n01140,57,49,1,14,2,UD_Hindi-PUD,Hindi
n01141,57,52,1,16,8,UD_Hindi-PUD,Hindi
n01142,56,50,1,16,4,UD_Hindi-PUD,Hindi
n01143,62,54,1,17,4,UD_Hindi-PUD,Hindi
n01144,59,49,1,17,5,UD_Hindi-PUD,Hindi
n01145,56,49,1,21,6,UD_Hindi-PUD,Hindi
n01146,49,45,1,12,5,UD_Hindi-PUD,Hindi
n01147,55,46,1,9,4,UD_Hindi-PUD,Hindi
n01148,53,51,1,15,2,UD_Hindi-PUD,Hindi
n01149,53,46,1,15,7,UD_Hindi-PUD,Hindi
n01150,57,51,1,17,5,UD_Hindi-PUD,Hindi
n02002,53,46,1,9,8,UD_Hindi-PUD,Hindi
n02004,49,42,1,17,1,UD_Hindi-PUD,Hindi
n02006,46,45,1,13,5,UD_Hindi-PUD,Hindi
n02007,55,49,1,13,5,UD_Hindi-PUD,Hindi
n02011,56,48,1,20,2,UD_Hindi-PUD,Hindi
n02016,58,48,1,13,6,UD_Hindi-PUD,Hindi
n02017,58,53,1,22,1,UD_Hindi-PUD,Hindi
n02022,64,53,1,17,5,UD_Hindi-PUD,Hindi
n02024,57,50,1,17,6,UD_Hindi-PUD,Hindi
n02027,60,46,1,11,8,UD_Hindi-PUD,Hindi
n02030,58,46,1,11,5,UD_Hindi-PUD,Hindi
n02031,56,54,1,17,4,UD_Hindi-PUD,Hindi
n02032,57,48,1,10,5,UD_Hindi-PUD,Hindi
n02033,58,51,1,14,4,UD_Hindi-PUD,Hindi
n02034,57,44,1,10,6,UD_Hindi-PUD,Hindi
n02036,52,47,1,25,3,UD_Hindi-PUD,Hindi
n02038,54,45,1,13,11,UD_Hindi-PUD,Hindi
n02040,53,50,1,12,6,UD_Hindi-PUD,Hindi
n02041,57,48,1,13,4,UD_Hindi-PUD,Hindi
n02042,54,49,1,19,5,UD_Hindi-PUD,Hindi
n02043,55,45,1,11,7,UD_Hindi-PUD,Hindi
n02044,53,46,1,10,8,UD_Hindi-PUD,Hindi
n02046,47,40,1,14,3,UD_Hindi-PUD,Hindi
n02048,47,44,1,14,4,UD_Hindi-PUD,Hindi
n02050,51,42,1,12,4,UD_Hindi-PUD,Hindi
n02052,50,45,1,13,7,UD_Hindi-PUD,Hindi
n02056,52,45,1,10,3,UD_Hindi-PUD,Hindi
n02058,53,51,1,16,6,UD_Hindi-PUD,Hindi
n02066,54,46,1,8,8,UD_Hindi-PUD,Hindi
n02068,54,47,1,14,9,UD_Hindi-PUD,Hindi
n02069,52,46,1,14,6,UD_Hindi-PUD,Hindi
n02073,47,35,1,11,1,UD_Hindi-PUD,Hindi
n02074,55,52,1,14,4,UD_Hindi-PUD,Hindi
n02075,57,45,1,14,3,UD_Hindi-PUD,Hindi
n02076,54,49,1,19,2,UD_Hindi-PUD,Hindi
n02078,57,48,1,15,5,UD_Hindi-PUD,Hindi
n02079,59,54,1,16,6,UD_Hindi-PUD,Hindi
n02081,55,47,1,12,4,UD_Hindi-PUD,Hindi
n02082,57,52,1,13,7,UD_Hindi-PUD,Hindi
n02083,56,47,1,13,5,UD_Hindi-PUD,Hindi
n03001,53,45,1,11,11,UD_Hindi-PUD,Hindi
n03002,52,44,1,13,1,UD_Hindi-PUD,Hindi
n03003,45,40,1,13,5,UD_Hindi-PUD,Hindi
n03004,49,41,1,14,3,UD_Hindi-PUD,Hindi
n03005,51,46,1,17,5,UD_Hindi-PUD,Hindi
n03006,53,44,1,10,3,UD_Hindi-PUD,Hindi
n03007,50,42,1,11,3,UD_Hindi-PUD,Hindi
n03008,50,44,1,12,6,UD_Hindi-PUD,Hindi
n03009,56,49,1,18,7,UD_Hindi-PUD,Hindi
n03010,59,52,1,21,7,UD_Hindi-PUD,Hindi
n04001,57,49,1,14,7,UD_Hindi-PUD,Hindi
n04002,59,51,1,12,7,UD_Hindi-PUD,Hindi
n04003,56,50,1,13,5,UD_Hindi-PUD,Hindi
n04005,54,44,1,12,4,UD_Hindi-PUD,Hindi
n04006,50,45,1,17,5,UD_Hindi-PUD,Hindi
n04007,56,51,1,10,5,UD_Hindi-PUD,Hindi
n04008,52,46,1,15,4,UD_Hindi-PUD,Hindi
n04009,54,47,1,13,3,UD_Hindi-PUD,Hindi
n04010,61,54,1,18,9,UD_Hindi-PUD,Hindi
n05001,58,50,1,13,9,UD_Hindi-PUD,Hindi
n05002,55,48,1,13,3,UD_Hindi-PUD,Hindi
n05003,57,50,1,13,4,UD_Hindi-PUD,Hindi
n05004,57,46,1,12,5,UD_Hindi-PUD,Hindi
n05005,57,52,1,15,3,UD_Hindi-PUD,Hindi
n05006,54,49,1,18,5,UD_Hindi-PUD,Hindi
n05007,53,42,1,12,7,UD_Hindi-PUD,Hindi
n05008,52,43,1,15,6,UD_Hindi-PUD,Hindi
n05009,46,38,1,9,6,UD_Hindi-PUD,Hindi
n05010,43,40,1,11,3,UD_Hindi-PUD,Hindi
w01001,57,46,1,12,6,UD_Hindi-PUD,Hindi
w01002,54,47,1,15,2,UD_Hindi-PUD,Hindi
w01003,53,44,1,14,5,UD_Hindi-PUD,Hindi
w01004,54,48,1,16,5,UD_Hindi-PUD,Hindi
w01005,54,47,1,16,8,UD_Hindi-PUD,Hindi
w01006,51,38,1,13,4,UD_Hindi-PUD,Hindi
w01007,54,48,1,15,5,UD_Hindi-PUD,Hindi
w01008,55,47,1,10,8,UD_Hindi-PUD,Hindi
w01009,53,47,1,15,4,UD_Hindi-PUD,Hindi
w01010,52,43,1,10,5,UD_Hindi-PUD,Hindi
w01012,57,52,1,16,7,UD_Hindi-PUD,Hindi
w01013,55,46,1,13,8,UD_Hindi-PUD,Hindi
w01014,49,43,1,16,2,UD_Hindi-PUD,Hindi
w01016,53,46,1,19,5,UD_Hindi-PUD,Hindi
w01017,52,42,1,15,9,UD_Hindi-PUD,Hindi
w01018,48,41,1,11,4,UD_Hindi-PUD,Hindi
w01019,53,48,1,14,7,UD_Hindi-PUD,Hindi
w01020,51,44,1,14,6,UD_Hindi-PUD,Hindi
w01022,59,54,1,15,4,UD_Hindi-PUD,Hindi
w01023,52,45,1,15,6,UD_Hindi-PUD,Hindi
w01025,57,50,1,18,5,UD_Hindi-PUD,Hindi
w01026,55,46,1,14,5,UD_Hindi-PUD,Hindi
w01027,56,47,1,21,3,UD_Hindi-PUD,Hindi
w01028,50,44,1,8,6,UD_Hindi-PUD,Hindi
w01029,48,42,1,11,4,UD_Hindi-PUD,Hindi
w01030,49,47,1,19,2,UD_Hindi-PUD,Hindi
w01031,49,43,1,15,3,UD_Hindi-PUD,Hindi
w01032,50,38,1,14,2,UD_Hindi-PUD,Hindi
w01033,53,45,1,18,3,UD_Hindi-PUD,Hindi
w01034,59,54,1,20,7,UD_Hindi-PUD,Hindi
w01035,57,48,1,13,7,UD_Hindi-PUD,Hindi
w01036,59,46,1,13,3,UD_Hindi-PUD,Hindi
w01037,56,49,1,14,8,UD_Hindi-PUD,Hindi
w01038,59,52,1,19,9,UD_Hindi-PUD,Hindi
w01039,58,51,1,16,7,UD_Hindi-PUD,Hindi
w01040,63,51,1,13,4,UD_Hindi-PUD,Hindi
w01041,56,48,1,14,5,UD_Hindi-PUD,Hindi
w01042,60,55,1,17,8,UD_Hindi-PUD,Hindi
w01043,58,51,1,13,3,UD_Hindi-PUD,Hindi
w01044,55,51,1,10,7,UD_Hindi-PUD,Hindi
w01045,54,51,1,19,6,UD_Hindi-PUD,Hindi
w01046,55,47,1,15,7,UD_Hindi-PUD,Hindi
w01047,55,45,1,14,5,UD_Hindi-PUD,Hindi
w01048,51,43,1,14,5,UD_Hindi-PUD,Hindi
w01049,50,44,1,13,6,UD_Hindi-PUD,Hindi
w01050,53,44,1,13,3,UD_Hindi-PUD,Hindi
w01051,52,47,1,14,6,UD_Hindi-PUD,Hindi
w01052,51,46,1,10,3,UD_Hindi-PUD,Hindi
w01053,54,50,1,18,7,UD_Hindi-PUD,Hindi
w01054,55,50,1,16,3,UD_Hindi-PUD,Hindi
w01056,55,43,1,17,5,UD_Hindi-PUD,Hindi
w01057,54,48,1,11,6,UD_Hindi-PUD,Hindi
w01058,58,54,1,19,5,UD_Hindi-PUD,Hindi
w01060,54,46,1,16,5,UD_Hindi-PUD,Hindi
w01061,56,45,1,9,7,UD_Hindi-PUD,Hindi
w01062,60,51,1,17,9,UD_Hindi-PUD,Hindi
w01063,57,49,1,10,3,UD_Hindi-PUD,Hindi
w01064,56,49,1,21,3,UD_Hindi-PUD,Hindi
w01065,58,49,1,15,6,UD_Hindi-PUD,Hindi
w01066,56,48,1,16,7,UD_Hindi-PUD,Hindi
w01067,58,52,1,12,6,UD_Hindi-PUD,Hindi
w01068,54,45,1,15,1,UD_Hindi-PUD,Hindi
w01069,52,45,1,12,5,UD_Hindi-PUD,Hindi
w01070,51,46,1,11,3,UD_Hindi-PUD,Hindi
w01071,47,41,1,11,6,UD_Hindi-PUD,Hindi
w01072,50,43,1,13,4,UD_Hindi-PUD,Hindi
w01073,49,43,1,14,4,UD_Hindi-PUD,Hindi
w01074,55,49,1,10,4,UD_Hindi-PUD,Hindi
w01075,53,43,1,11,3,UD_Hindi-PUD,Hindi
w01076,59,52,1,16,6,UD_Hindi-PUD,Hindi
w01078,57,51,1,20,2,UD_Hindi-PUD,Hindi
w01079,52,48,1,15,12,UD_Hindi-PUD,Hindi
w01080,53,46,1,14,5,UD_Hindi-PUD,Hindi
w01081,55,46,1,12,1,UD_Hindi-PUD,Hindi
w01082,52,48,1,15,6,UD_Hindi-PUD,Hindi
w01083,51,43,1,11,10,UD_Hindi-PUD,Hindi
w01084,52,48,1,14,1,UD_Hindi-PUD,Hindi
w01085,56,48,1,18,4,UD_Hindi-PUD,Hindi
w01086,55,48,1,9,4,UD_Hindi-PUD,Hindi
w01087,60,52,1,17,7,UD_Hindi-PUD,Hindi
w01088,57,48,1,15,3,UD_Hindi-PUD,Hindi
w01089,55,48,1,10,3,UD_Hindi-PUD,Hindi
w01091,56,52,1,16,5,UD_Hindi-PUD,Hindi
w01092,54,49,1,18,4,UD_Hindi-PUD,Hindi
w01093,53,43,1,14,5,UD_Hindi-PUD,Hindi
w01094,51,45,1,16,7,UD_Hindi-PUD,Hindi
w01095,52,46,1,12,8,UD_Hindi-PUD,Hindi
w01096,56,45,1,10,5,UD_Hindi-PUD,Hindi
w01097,53,51,1,17,2,UD_Hindi-PUD,Hindi
w01098,55,53,1,13,4,UD_Hindi-PUD,Hindi
w01099,50,41,1,13,3,UD_Hindi-PUD,Hindi
w01100,52,47,1,15,9,UD_Hindi-PUD,Hindi
w01101,52,49,1,14,4,UD_Hindi-PUD,Hindi
w01102,54,45,1,16,4,UD_Hindi-PUD,Hindi
w01103,53,45,1,9,5,UD_Hindi-PUD,Hindi
w01105,57,51,1,19,4,UD_Hindi-PUD,Hindi
w01106,61,53,1,9,4,UD_Hindi-PUD,Hindi
w01107,64,55,1,17,5,UD_Hindi-PUD,Hindi
w01108,56,45,1,9,8,UD_Hindi-PUD,Hindi
w01109,55,44,1,12,8,UD_Hindi-PUD,Hindi
w01111,52,49,1,21,4,UD_Hindi-PUD,Hindi
w01112,52,45,1,8,6,UD_Hindi-PUD,Hindi
w01113,51,45,1,17,7,UD_Hindi-PUD,Hindi
w01114,55,45,1,10,8,UD_Hindi-PUD,Hindi
w01115,55,42,1,15,4,UD_Hindi-PUD,Hindi
w01116,56,52,1,17,4,UD_Hindi-PUD,Hindi
w01117,60,51,1,11,4,UD_Hindi-PUD,Hindi
w01119,58,48,1,17,5,UD_Hindi-PUD,Hindi
w01121,55,50,1,20,6,UD_Hindi-PUD,Hindi
w01122,58,46,1,9,6,UD_Hindi-PUD,Hindi
w01124,59,54,1,22,4,UD_Hindi-PUD,Hindi
w01125,58,50,1,18,10,UD_Hindi-PUD,Hindi
w01127,52,43,1,12,10,UD_Hindi-PUD,Hindi
w01128,52,48,1,14,7,UD_Hindi-PUD,Hindi
w01129,51,38,1,12,4,UD_Hindi-PUD,Hindi
w01130,45,39,1,9,7,UD_Hindi-PUD,Hindi
w01131,49,44,1,17,3,UD_Hindi-PUD,Hindi
w01132,51,42,1,12,3,UD_Hindi-PUD,Hindi
w01133,54,48,1,15,6,UD_Hindi-PUD,Hindi
w01134,56,44,1,14,5,UD_Hindi-PUD,Hindi
w01135,60,50,1,14,3,UD_Hindi-PUD,Hindi
w01136,58,55,1,18,4,UD_Hindi-PUD,Hindi
w01137,60,50,1,13,12,UD_Hindi-PUD,Hindi
w01138,56,48,1,12,6,UD_Hindi-PUD,Hindi
w01139,55,46,1,13,4,UD_Hindi-PUD,Hindi
w01140,49,45,1,10,7,UD_Hindi-PUD,Hindi
w01141,49,48,1,11,4,UD_Hindi-PUD,Hindi
w01142,51,48,1,15,6,UD_Hindi-PUD,Hindi
w01143,49,42,1,8,2,UD_Hindi-PUD,Hindi
w01144,55,49,1,12,6,UD_Hindi-PUD,Hindi
w01146,54,47,1,17,3,UD_Hindi-PUD,Hindi
w01147,56,45,1,16,5,UD_Hindi-PUD,Hindi
w01148,54,48,1,16,8,UD_Hindi-PUD,Hindi
w01149,51,43,1,19,2,UD_Hindi-PUD,Hindi
w01150,52,45,1,12,4,UD_Hindi-PUD,Hindi
w02001,44,41,1,10,5,UD_Hindi-PUD,Hindi
w02002,47,44,1,12,7,UD_Hindi-PUD,Hindi
w02003,45,41,1,10,1,UD_Hindi-PUD,Hindi
w02004,51,42,1,9,2,UD_Hindi-PUD,Hindi
w02005,56,49,1,15,1,UD_Hindi-PUD,Hindi
w02006,56,50,1,15,5,UD_Hindi-PUD,Hindi
w02007,53,46,1,13,5,UD_Hindi-PUD,Hindi
w02008,57,51,1,18,2,UD_Hindi-PUD,Hindi
w02009,60,54,1,16,8,UD_Hindi-PUD,Hindi
w02011,63,55,1,12,7,UD_Hindi-PUD,Hindi
w02012,55,53,1,21,5,UD_Hindi-PUD,Hindi
w02013,58,51,1,17,4,UD_Hindi-PUD,Hindi
w02014,63,54,1,13,5,UD_Hindi-PUD,Hindi
w02015,57,50,1,21,2,UD_Hindi-PUD,Hindi
w02016,59,49,1,13,6,UD_Hindi-PUD,Hindi
w02017,54,49,1,14,8,UD_Hindi-PUD,Hindi
w02018,47,42,1,9,4,UD_Hindi-PUD,Hindi
w02019,44,39,1,13,4,UD_Hindi-PUD,Hindi
w03001,46,40,1,14,3,UD_Hindi-PUD,Hindi
w03002,55,47,1,14,4,UD_Hindi-PUD,Hindi
w03003,57,52,1,18,8,UD_Hindi-PUD,Hindi
w03004,57,49,1,13,8,UD_Hindi-PUD,Hindi
w03005,51,45,1,13,7,UD_Hindi-PUD,Hindi
w03006,55,45,1,10,9,UD_Hindi-PUD,Hindi
w03007,50,42,1,11,1,UD_Hindi-PUD,Hindi
w03008,49,41,1,15,2,UD_Hindi-PUD,Hindi
w03009,48,45,1,16,5,UD_Hindi-PUD,Hindi
w03010,54,48,1,16,5,UD_Hindi-PUD,Hindi
w04001,49,44,1,16,8,UD_Hindi-PUD,Hindi
w04002,53,47,1,7,11,UD_Hindi-PUD,Hindi
w04003,52,45,1,14,2,UD_Hindi-PUD,Hindi
w04004,51,49,1,14,6,UD_Hindi-PUD,Hindi
w04006,52,47,1,12,4,UD_Hindi-PUD,Hindi
w04007,50,46,1,16,2,UD_Hindi-PUD,Hindi
w04008,52,40,1,7,6,UD_Hindi-PUD,Hindi
w04009,54,50,1,19,7,UD_Hindi-PUD,Hindi
w04010,60,51,1,13,5,UD_Hindi-PUD,Hindi
w05001,57,47,1,16,6,UD_Hindi-PUD,Hindi
w05002,62,54,1,14,4,UD_Hindi-PUD,Hindi
w05003,59,51,1,10,5,UD_Hindi-PUD,Hindi
w05004,56,49,1,15,8,UD_Hindi-PUD,Hindi
w05005,59,48,1,16,3,UD_Hindi-PUD,Hindi
w05006,57,48,1,17,7,UD_Hindi-PUD,Hindi
w05007,57,50,1,15,5,UD_Hindi-PUD,Hindi
w05008,50,44,1,7,6,UD_Hindi-PUD,Hindi
w05009,56,50,1,15,4,UD_Hindi-PUD,Hindi
w05010,47,42,1,9,8,UD_Hindi-PUD,Hindi
n01001,69,55,55,22,8,UD_Japanese-PUD,Japanese
n01002,70,47,45,21,8,UD_Japanese-PUD,Japanese
n01003,69,51,50,17,9,UD_Japanese-PUD,Japanese
